Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2025-04-01,AAPL,219.80999755859375,223.67999267578125,218.89999389648438,223.19000244140625,222.64501953125,36412700
2025-04-02,AAPL,221.32000732421875,225.19000244140625,221.02000427246094,223.88999938964844,223.3433074951172,35905900
2025-04-03,AAPL,205.5399932861328,207.49000549316406,201.25,203.19000244140625,202.69386291503906,103419000
2025-04-04,AAPL,193.88999938964844,199.8800048828125,187.33999633789062,188.3800048828125,187.92002868652344,125910900
2025-04-07,AAPL,177.1999969482422,194.14999389648438,174.6199951171875,181.4600067138672,181.0169219970703,160466300
2025-04-08,AAPL,186.6999969482422,190.33999633789062,169.2100067138672,172.4199981689453,171.99899291992188,120859500
2025-04-09,AAPL,171.9499969482422,200.61000061035156,171.88999938964844,198.85000610351562,198.3644561767578,184395900
2025-04-10,AAPL,189.07000732421875,194.77999877929688,183.0,190.4199981689453,189.95504760742188,121880000
2025-04-11,AAPL,186.10000610351562,199.5399932861328,186.05999755859375,198.14999389648438,197.66615295410156,87435900
2025-04-14,AAPL,211.44000244140625,212.94000244140625,201.16000366210938,202.52000427246094,202.02549743652344,101352900
2025-04-15,AAPL,201.86000061035156,203.50999450683594,199.8000030517578,202.13999938964844,201.64642333984375,51343900
2025-04-16,AAPL,198.36000061035156,200.6999969482422,192.3699951171875,194.27000427246094,193.79563903808594,59732400
2025-04-17,AAPL,197.1999969482422,198.8300018310547,194.4199981689453,196.97999572753906,196.4990234375,52164700
2025-04-21,AAPL,193.27000427246094,193.8000030517578,189.80999755859375,193.16000366210938,192.68833923339844,46742500
2025-04-22,AAPL,196.1199951171875,201.58999633789062,195.97000122070312,199.74000549316406,199.25228881835938,52976400
2025-04-23,AAPL,206.0,208.0,202.8000030517578,204.60000610351562,204.10043334960938,52929200
2025-04-24,AAPL,204.88999938964844,208.8300018310547,202.94000244140625,208.3699951171875,207.8612060546875,47311000
2025-04-25,AAPL,206.3699951171875,209.75,206.1999969482422,209.27999877929688,208.76898193359375,38222300
2025-04-28,AAPL,210.0,211.5,207.4600067138672,210.13999938964844,209.62689208984375,38743100
2025-04-29,AAPL,208.69000244140625,212.24000549316406,208.3699951171875,211.2100067138672,210.69427490234375,36827600
2025-04-01,ABBV,210.52000427246094,212.14999389648438,205.60000610351562,206.27000427246094,201.18075561523438,7853200
2025-04-02,ABBV,207.22000122070312,207.22000122070312,200.33999633789062,205.19000244140625,200.1273956298828,9262800
2025-04-03,ABBV,210.3000030517578,210.69000244140625,201.24000549316406,201.63999938964844,196.66497802734375,7593100
2025-04-04,ABBV,200.0,200.0,186.1699981689453,186.9600067138672,182.34718322753906,13505200
2025-04-07,ABBV,181.02999877929688,188.1999969482422,176.27999877929688,186.5500030517578,181.94729614257812,12581100
2025-04-08,ABBV,187.60000610351562,188.38999938964844,172.32000732421875,175.6699981689453,171.33572387695312,12517100
2025-04-09,ABBV,168.3000030517578,180.60000610351562,164.38999938964844,179.83999633789062,175.40283203125,18977800
2025-04-10,ABBV,177.75,178.0,164.97000122070312,174.1999969482422,169.90199279785156,13970000
2025-04-11,ABBV,173.80999755859375,176.97000122070312,169.3300018310547,175.0500030517578,170.7310333251953,9047700
2025-04-14,ABBV,177.44000244140625,180.19000244140625,176.1999969482422,179.10000610351562,174.6811065673828,7164400
2025-04-15,ABBV,177.6999969482422,180.5,176.30999755859375,176.8000030517578,174.03143310546875,8078500
2025-04-16,ABBV,176.52999877929688,176.85000610351562,169.75,171.67999267578125,168.99160766601562,9459300
2025-04-17,ABBV,172.57000732421875,175.1999969482422,171.91000366210938,172.99000549316406,170.28109741210938,8998100
2025-04-21,ABBV,173.47000122070312,174.1699981689453,168.5399932861328,170.16000366210938,167.49542236328125,7364600
2025-04-22,ABBV,171.0800018310547,174.66000366210938,170.91000366210938,173.77999877929688,171.0587158203125,6191900
2025-04-23,ABBV,175.0,178.14999389648438,174.39999389648438,177.0500030517578,174.27752685546875,7119700
2025-04-24,ABBV,177.61000061035156,181.49000549316406,176.11000061035156,180.3699951171875,177.5455322265625,8789400
2025-04-25,ABBV,187.1199951171875,188.6999969482422,179.99000549316406,186.05999755859375,183.14642333984375,10482100
2025-04-28,ABBV,188.0,193.1199951171875,187.63999938964844,192.33999633789062,189.3280792236328,10408000
2025-04-29,ABBV,192.58999633789062,195.5399932861328,190.5800018310547,193.50999450683594,190.47976684570312,6671400
2025-04-01,AMZN,187.86000061035156,193.92999267578125,187.1999969482422,192.1699981689453,192.1699981689453,41267300
2025-04-02,AMZN,187.66000366210938,198.33999633789062,187.66000366210938,196.00999450683594,196.00999450683594,53679200
2025-04-03,AMZN,183.0,184.1300048828125,176.9199981689453,178.41000366210938,178.41000366210938,95553600
2025-04-04,AMZN,167.14999389648438,178.13999938964844,166.0,171.0,171.0,123159400
2025-04-07,AMZN,162.0,183.41000366210938,161.3800048828125,175.25999450683594,175.25999450683594,109327100
2025-04-08,AMZN,185.22999572753906,185.89999389648438,168.57000732421875,170.66000366210938,170.66000366210938,87710400
2025-04-09,AMZN,172.1199951171875,192.64999389648438,169.92999267578125,191.10000610351562,191.10000610351562,116804300
2025-04-10,AMZN,185.44000244140625,186.8699951171875,175.85000610351562,181.22000122070312,181.22000122070312,68302000
2025-04-11,AMZN,179.92999267578125,185.86000061035156,178.0,184.8699951171875,184.8699951171875,50594300
2025-04-14,AMZN,186.83999633789062,187.44000244140625,179.22999572753906,182.1199951171875,182.1199951171875,48002500
2025-04-15,AMZN,181.41000366210938,182.35000610351562,177.92999267578125,179.58999633789062,179.58999633789062,43642000
2025-04-16,AMZN,176.2899932861328,179.10000610351562,171.41000366210938,174.3300018310547,174.3300018310547,51875300
2025-04-17,AMZN,176.0,176.2100067138672,172.0,172.61000061035156,172.61000061035156,44726500
2025-04-21,AMZN,169.60000610351562,169.60000610351562,165.2899932861328,167.32000732421875,167.32000732421875,48126100
2025-04-22,AMZN,169.85000610351562,176.77999877929688,169.35000610351562,173.17999267578125,173.17999267578125,56607200
2025-04-23,AMZN,183.4499969482422,187.3800048828125,180.19000244140625,180.60000610351562,180.60000610351562,63470100
2025-04-24,AMZN,180.9199981689453,186.74000549316406,180.17999267578125,186.5399932861328,186.5399932861328,43763200
2025-04-25,AMZN,187.6199951171875,189.94000244140625,185.49000549316406,188.99000549316406,188.99000549316406,36414300
2025-04-28,AMZN,190.11000061035156,190.22000122070312,184.88999938964844,187.6999969482422,187.6999969482422,33224700
2025-04-29,AMZN,183.99000549316406,188.02000427246094,183.67999267578125,187.38999938964844,187.38999938964844,41667300
2025-04-01,AVGO,166.3699951171875,168.7100067138672,163.4199981689453,168.52000427246094,167.8367156982422,20472400
2025-04-02,AVGO,166.0800018310547,173.42999267578125,165.5,172.08999633789062,171.39224243164062,19523700
2025-04-03,AVGO,160.5399932861328,163.42999267578125,153.6999969482422,154.00999450683594,153.3855438232422,44354900
2025-04-04,AVGO,148.1699981689453,152.8000030517578,139.1699981689453,146.2899932861328,145.69683837890625,72302200
2025-04-07,AVGO,144.49000549316406,160.42999267578125,138.10000610351562,154.13999938964844,153.5150146484375,68503500
2025-04-08,AVGO,167.6199951171875,169.77999877929688,153.08999633789062,156.02999877929688,155.39735412597656,58888200
2025-04-09,AVGO,160.5,187.3300018310547,157.50999450683594,185.14999389648438,184.3992919921875,72708300
2025-04-10,AVGO,175.3000030517578,176.9499969482422,166.39999389648438,172.3000030517578,171.60140991210938,51212200
2025-04-11,AVGO,173.6199951171875,182.66000366210938,173.30999755859375,181.94000244140625,181.2023162841797,33964100
2025-04-14,AVGO,185.0800018310547,186.0,175.82000732421875,178.36000061035156,177.63682556152344,25748300
2025-04-15,AVGO,179.72999572753906,182.25999450683594,178.0800018310547,178.9499969482422,178.22442626953125,17242400
2025-04-16,AVGO,170.42999267578125,176.0800018310547,166.9199981689453,174.61000061035156,173.9020233154297,34638600
2025-04-17,AVGO,176.25,176.25,169.9199981689453,170.99000549316406,170.2967071533203,22501800
2025-04-21,AVGO,166.99000549316406,168.0,161.61000061035156,166.2100067138672,165.53610229492188,23469800
2025-04-22,AVGO,167.42999267578125,170.52000427246094,165.22000122070312,169.5800018310547,168.89242553710938,18504900
2025-04-23,AVGO,177.77999877929688,180.4499969482422,175.82000732421875,176.91000366210938,176.1927032470703,24380500
2025-04-24,AVGO,179.69000244140625,188.57000732421875,178.3000030517578,188.14999389648438,187.38711547851562,27576900
2025-04-25,AVGO,186.9199981689453,193.3699951171875,186.88999938964844,192.30999755859375,191.53025817871094,21242300
2025-04-28,AVGO,190.52999877929688,193.10000610351562,187.67999267578125,192.47000122070312,191.6896209716797,16385800
2025-04-29,AVGO,191.72000122070312,193.25,190.10000610351562,191.1699981689453,190.39488220214844,14630000
2025-04-01,BAC,41.31999969482422,41.70000076293945,40.970001220703125,41.4900016784668,41.01877975463867,25578500
2025-04-02,BAC,40.880001068115234,41.970001220703125,40.81999969482422,41.849998474121094,41.37468719482422,28216100
2025-04-03,BAC,38.630001068115234,38.84000015258789,37.02000045776367,37.220001220703125,36.79727554321289,115497900
2025-04-04,BAC,35.290000915527344,35.790000915527344,33.66999816894531,34.38999938964844,33.99941635131836,107761200
2025-04-07,BAC,34.970001220703125,36.630001068115234,33.540000915527344,35.58000183105469,35.175899505615234,137329100
2025-04-08,BAC,36.86000061035156,37.33000183105469,34.33000183105469,35.029998779296875,34.632144927978516,79116300
2025-04-09,BAC,34.04999923706055,37.849998474121094,33.06999969482422,37.150001525878906,36.72806930541992,161173500
2025-04-10,BAC,36.31999969482422,36.400001525878906,34.630001068115234,35.849998474121094,35.442832946777344,90451800
2025-04-11,BAC,35.20000076293945,36.22999954223633,34.810001373291016,35.95000076293945,35.54169845581055,63671900
2025-04-14,BAC,36.4900016784668,36.9900016784668,36.27000045776367,36.66999816894531,36.253517150878906,46830600
2025-04-15,BAC,37.79999923706055,38.75,37.79999923706055,37.9900016784668,37.558528900146484,84677800
2025-04-16,BAC,37.86000061035156,38.15999984741211,36.970001220703125,37.33000183105469,36.90602493286133,52872700
2025-04-17,BAC,37.5099983215332,37.869998931884766,37.2400016784668,37.40999984741211,36.98511505126953,47144400
2025-04-21,BAC,37.06999969482422,37.279998779296875,36.4900016784668,36.91999816894531,36.50067901611328,34928300
2025-04-22,BAC,37.56999969482422,38.4900016784668,37.400001525878906,38.31999969482422,37.8847770690918,42288900
2025-04-23,BAC,39.40999984741211,40.130001068115234,38.66999816894531,38.75,38.30989456176758,54428400
2025-04-24,BAC,38.65999984741211,39.70000076293945,38.599998474121094,39.58000183105469,39.130470275878906,42457100
2025-04-25,BAC,39.540000915527344,39.790000915527344,39.31999969482422,39.689998626708984,39.23921585083008,32694200
